Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,132.59
AAdk,BBtw,CCst,DDnw,904.23
AAdk,BBtw,CChv,DDrz,525.62
AAdk,BBtw,CCst,DDcl,923.6
AAdk,BBtw,CChv,DDlp,27.23
AAdk,BBtw,CCst,DDnt,668.02
AAdk,BBrv,CChv,DDnt,804.1
AAdk,BBrv,CCst,DDnw,933.02
AAdk,BBrv,CChv,DDrz,301.87
AAdk,BBrv,CCst,DDcl,558.3
AAdk,BBrv,CChv,DDlp,175.51
AAdk,BBrv,CCst,DDnt,688.62
AAdk,BBmn,CChv,DDnt,437.09
AAdk,BBmn,CCst,DDnw,821.43
AAdk,BBmn,CChv,DDrz,314.27
AAdk,BBmn,CCst,DDcl,967.07
AAdk,BBmn,CChv,DDlp,72.1
AAdk,BBmn,CCst,DDnt,593.37
AAdk,BBtw,CChv,DDnt,982.4
AAdk,BBtw,CCst,DDnw,743.39
AAdk,BBtw,CChv,DDrz,617.3
AAdk,BBtw,CCst,DDcl,873.01
AAdk,BBtw,CChv,DDlp,492.63
AAdk,BBtw,CCst,DDnt,639.36
