AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,382.74
AAdk,BBtw,CCst,DDnw,644.76
AAdk,BBtw,CCbx,DDrz,132.81
AAdk,BBtw,CChv,DDcl,264.48
AAdk,BBtw,CCst,DDlp,137.7
AAdk,BBtw,CCbx,DDcs,136.52
AAdk,BBtw,CChv,DDhm,144.41
AAdk,BBtw,CCst,DDdf,401.79
AAdk,BBtw,CCbx,DDnt,664.28
AAdk,BBrv,CChv,DDnt,920.3
AAdk,BBrv,CCst,DDnw,284.02
AAdk,BBrv,CCbx,DDrz,159.2
AAdk,BBrv,CChv,DDcl,416.49
AAdk,BBrv,CCst,DDlp,672.85
AAdk,BBrv,CCbx,DDcs,803.47
AAdk,BBrv,CChv,DDhm,548.92
AAdk,BBrv,CCst,DDdf,38.62
AAdk,BBrv,CCbx,DDnt,171.54
AAdk,BBmn,CChv,DDnt,558.77
AAdk,BBmn,CCst,DDnw,952.74
AAdk,BBmn,CCbx,DDrz,956.32
AAdk,BBmn,CChv,DDcl,834.28
AAdk,BBmn,CCst,DDlp,345.35
AAdk,BBmn,CCbx,DDcs,120.48
AAdk,BBmn,CChv,DDhm,605.82
AAdk,BBmn,CCst,DDdf,226.03
AAdk,BBmn,CCbx,DDnt,612.33
AAdk,BBtw,CChv,DDnt,868.16
AAdk,BBtw,CCst,DDnw,358.47
AAdk,BBtw,CCbx,DDrz,615.92
AAdk,BBtw,CChv,DDcl,233.92
AAdk,BBtw,CCst,DDlp,883.38
AAdk,BBtw,CCbx,DDcs,885.0
AAdk,BBtw,CChv,DDhm,886.67
AAdk,BBtw,CCst,DDdf,120.22
AAdk,BBtw,CCbx,DDnt,894.58
