Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,136.53
AAdk,BBtw,CCst,DDnw,12.02
AAdk,BBtw,CCbx,DDrz,527.74
AAdk,BBtw,CChv,DDcl,915.52
AAdk,BBtw,CCst,DDlp,791.14
AAdk,BBtw,CCbx,DDcs,923.4
AAdk,BBtw,CChv,DDhm,679.43
AAdk,BBtw,CCst,DDnt,938.51
AAdk,BBtw,CCbx,DDnw,430.73
AAdk,BBrv,CChv,DDnt,819.51
AAdk,BBrv,CCst,DDnw,436.51
AAdk,BBrv,CCbx,DDrz,312.7
AAdk,BBrv,CChv,DDcl,440.46
AAdk,BBrv,CCst,DDlp,569.56
AAdk,BBrv,CCbx,DDcs,188.34
AAdk,BBrv,CChv,DDhm,194.87
AAdk,BBrv,CCst,DDnt,73.62
AAdk,BBrv,CCbx,DDnw,207.08
AAdk,BBtw,CChv,DDnt,852.53
AAdk,BBtw,CCst,DDnw,472.96
AAdk,BBtw,CCbx,DDrz,220.03
AAdk,BBtw,CChv,DDcl,608.31
AAdk,BBtw,CCst,DDlp,612.14
AAdk,BBtw,CCbx,DDcs,747.85
AAdk,BBtw,CChv,DDhm,372.62
AAdk,BBtw,CCst,DDnt,248.19
AAdk,BBtw,CCbx,DDnw,893.34
