Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,512.74
AAdk,BBtw,CCst,DDnw,513.3
AAdk,BBtw,CCbx,DDrz,137.73
AAdk,BBtw,CChv,DDcl,914.93
AAdk,BBtw,CCst,DDlp,151.84
AAdk,BBtw,CCbx,DDcs,795.45
AAdk,BBtw,CChv,DDhm,674.79
AAdk,BBtw,CCst,DDdf,675.78
AAdk,BBtw,CCbx,DDnt,940.6
AAdk,BBrv,CChv,DDnt,304.0
AAdk,BBrv,CCst,DDnw,183.93
AAdk,BBrv,CCbx,DDrz,951.82
AAdk,BBrv,CChv,DDcl,449.09
AAdk,BBrv,CCst,DDlp,580.39
AAdk,BBrv,CCbx,DDcs,78.67
AAdk,BBrv,CChv,DDhm,718.61
AAdk,BBrv,CCst,DDdf,334.95
AAdk,BBrv,CCbx,DDnt,464.61
AAdk,BBtw,CChv,DDnt,85.03
AAdk,BBtw,CCst,DDnw,735.59
AAdk,BBtw,CCbx,DDrz,997.12
AAdk,BBtw,CChv,DDcl,870.19
AAdk,BBtw,CCst,DDlp,360.07
AAdk,BBtw,CCbx,DDcs,110.06
AAdk,BBtw,CChv,DDhm,366.79
AAdk,BBtw,CCst,DDdf,753.74
AAdk,BBtw,CCbx,DDnt,370.64
