AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,1.53
AAdk,BBdn,CCrv,2.92
AAdk,BBnw,CCtv,3.68
AAdk,BBtw,CCrz,4.86
AAdk,BBdn,CCfh,5.82
AAdk,BBnw,CCdl,6.76
AAdk,BBtw,CCjz,5.11
AAdk,BBdn,CChv,8.77
AAdk,BBnw,CCrv,4.34
AAnt,BBtw,CChv,6.21
AAnt,BBdn,CCrv,11.72
AAnt,BBnw,CCtv,12.09
AAnt,BBtw,CCrz,8.81
AAnt,BBdn,CCfh,9.19
AAnt,BBnw,CCdl,15.8
AAnt,BBtw,CCjz,16.12
AAnt,BBdn,CChv,16.61
AAnt,BBnw,CCrv,15.9
AAst,BBtw,CChv,17.4
AAst,BBdn,CCrv,3.34
AAst,BBnw,CCtv,21.54
AAst,BBtw,CCrz,22.93
AAst,BBdn,CCfh,25.9
AAst,BBnw,CCdl,25.27
AAst,BBtw,CCjz,27.88
AAst,BBdn,CChv,27.8
AAst,BBnw,CCrv,9.27
