AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,153.48
AAdk,BBtw,CCst,DDnw,99.51
AAdk,BBtw,CChv,DDrz,386.72
AAdk,BBtw,CCst,DDcl,899.5
AAdk,BBtw,CChv,DDlp,774.03
AAdk,BBtw,CCst,DDnt,169.56
AAdk,BBrv,CChv,DDnt,460.96
AAdk,BBrv,CCst,DDnw,782.72
AAdk,BBrv,CChv,DDrz,271.35
AAdk,BBrv,CCst,DDcl,465.48
AAdk,BBrv,CChv,DDlp,920.54
AAdk,BBrv,CCst,DDnt,406.0
AAdk,BBtw,CChv,DDnt,983.25
AAdk,BBtw,CCst,DDnw,440.84
AAdk,BBtw,CChv,DDrz,121.03
AAdk,BBtw,CCst,DDcl,986.19
AAdk,BBtw,CChv,DDlp,125.77
AAdk,BBtw,CCst,DDnt,894.39
