AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,576.34
AAdk,BBtw,CCst,DDnw,960.22
AAdk,BBtw,CChv,DDrz,960.35
AAdk,BBtw,CCst,DDcl,390.65
AAdk,BBtw,CChv,DDlp,838.55
AAdk,BBtw,CCst,DDcs,455.3
AAdk,BBrv,CChv,DDnt,71.86
AAdk,BBrv,CCst,DDnw,42.1
AAdk,BBrv,CChv,DDrz,489.08
AAdk,BBrv,CCst,DDcl,683.87
AAdk,BBrv,CChv,DDlp,14.1
AAdk,BBrv,CCst,DDcs,944.39
AAdk,BBtw,CChv,DDnt,241.61
AAdk,BBtw,CCst,DDnw,884.48
AAdk,BBtw,CChv,DDrz,439.33
AAdk,BBtw,CCst,DDcl,409.26
AAdk,BBtw,CChv,DDlp,157.73
AAdk,BBtw,CCst,DDcs,319.8
