AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,132.61
AAdk,BBtw,CCst,DDnw,901.09
AAdk,BBtw,CCbx,DDrz,904.09
AAdk,BBtw,CChv,DDcl,650.34
AAdk,BBtw,CCst,DDlp,787.74
AAdk,BBtw,CCbx,DDcs,284.32
AAdk,BBtw,CChv,DDhm,158.2
AAdk,BBtw,CCst,DDdf,927.81
AAdk,BBtw,CCbx,DDnt,32.75
AAdk,BBrv,CChv,DDnt,549.78
AAdk,BBrv,CCst,DDnw,175.62
AAdk,BBrv,CCbx,DDrz,695.03
AAdk,BBrv,CChv,DDcl,823.9
AAdk,BBrv,CCst,DDlp,59.63
AAdk,BBrv,CCbx,DDcs,187.75
AAdk,BBrv,CChv,DDhm,959.99
AAdk,BBrv,CCst,DDdf,449.96
AAdk,BBrv,CCbx,DDnt,967.49
AAdk,BBtw,CChv,DDnt,842.69
AAdk,BBtw,CCst,DDnw,206.54
AAdk,BBtw,CCbx,DDrz,594.87
AAdk,BBtw,CChv,DDcl,604.74
AAdk,BBtw,CCst,DDlp,95.97
AAdk,BBtw,CCbx,DDcs,483.42
AAdk,BBtw,CChv,DDhm,363.49
AAdk,BBtw,CCst,DDdf,369.54
AAdk,BBtw,CCbx,DDnt,628.98
