Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,258.21
AAdk,BBtw,CCst,DDnw,904.71
AAdk,BBtw,CCbx,DDrz,393.98
AAdk,BBtw,CChv,DDcl,272.82
AAdk,BBtw,CCst,DDlp,17.0
AAdk,BBtw,CCbx,DDcs,17.76
AAdk,BBtw,CChv,DDhm,794.12
AAdk,BBtw,CCst,DDdf,924.51
AAdk,BBtw,CCbx,DDnt,167.2
AAdk,BBrv,CChv,DDnt,809.16
AAdk,BBrv,CCst,DDnw,555.03
AAdk,BBrv,CCbx,DDrz,52.41
AAdk,BBrv,CChv,DDcl,697.17
AAdk,BBrv,CCst,DDlp,698.81
AAdk,BBrv,CCbx,DDcs,315.67
AAdk,BBrv,CChv,DDhm,59.73
AAdk,BBrv,CCst,DDdf,452.36
AAdk,BBrv,CCbx,DDnt,839.63
AAdk,BBtw,CChv,DDnt,594.81
AAdk,BBtw,CCst,DDnw,983.3
AAdk,BBtw,CCbx,DDrz,996.91
AAdk,BBtw,CChv,DDcl,359.29
AAdk,BBtw,CCst,DDlp,106.1
AAdk,BBtw,CCbx,DDcs,495.87
AAdk,BBtw,CChv,DDhm,627.0
AAdk,BBtw,CCst,DDdf,755.71
AAdk,BBtw,CCbx,DDnt,506.19
