AA,BB,CC,DD,EE,FF,Value
AA,BB,CC,DD,EE,FF,Value
AAdk,BBtw,CChv,DDnt,EEdn,FFrv,1.7
AAdk,BBtw,CCtv,DDmn,EEdn,FFrv,2.28
AAdk,BBtw,CChv,DDcl,EEdn,FFrv,3.27
AAdk,BBtw,CCtv,DDhz,EEdn,FFrv,6.72
AAst,BBnw,CChv,DDnt,EEdn,FFrv,10.22
AAst,BBnw,CCtv,DDmn,EEdn,FFrv,16.4
AAst,BBnw,CChv,DDcl,EEdn,FFrv,18.37
AAst,BBnw,CCtv,DDhz,EEdn,FFrv,23.67
AAdt,BBpw,CChv,DDnt,EEdn,FFrv,24.91
AAdt,BBpw,CCtv,DDmn,EEdn,FFrv,29.25
AAdt,BBpw,CChv,DDcl,EEdn,FFrv,31.78
AAdt,BBpw,CCtv,DDhz,EEdn,FFrv,37.13
AAdk,BBlp,CChv,DDnt,EEdn,FFrv,42.58
AAdk,BBlp,CCtv,DDmn,EEdn,FFrv,50.17
AAdk,BBlp,CChv,DDcl,EEdn,FFrv,51.31
AAdk,BBlp,CCtv,DDhz,EEdn,FFrv,56.56
AAst,BBqx,CChv,DDnt,EEdn,FFrv,59.95
AAst,BBqx,CCtv,DDmn,EEdn,FFrv,60.65
AAst,BBqx,CChv,DDcl,EEdn,FFrv,61.61
AAst,BBqx,CCtv,DDhz,EEdn,FFrv,65.05
AAdt,BBdf,CChv,DDnt,EEdn,FFrv,65.6
AAdt,BBdf,CCtv,DDmn,EEdn,FFrv,69.64
AAdt,BBdf,CChv,DDcl,EEdn,FFrv,70.0
AAdt,BBdf,CCtv,DDhz,EEdn,FFrv,75.29
AAdk,BBmq,CChv,DDnt,EEdn,FFrv,80.78
AAdk,BBmq,CCtv,DDmn,EEdn,FFrv,87.56
AAdk,BBmq,CChv,DDcl,EEdn,FFrv,89.0
AAdk,BBmq,CCtv,DDhz,EEdn,FFrv,91.04
AAst,BBbs,CChv,DDnt,EEdn,FFrv,92.86
AAst,BBbs,CCtv,DDmn,EEdn,FFrv,94.42
AAst,BBbs,CChv,DDcl,EEdn,FFrv,95.14
AAst,BBbs,CCtv,DDhz,EEdn,FFrv,94.01
