AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,134.22
AAdk,BBtw,CCst,DDnw,529.86
AAdk,BBtw,CChv,DDrz,273.12
AAdk,BBtw,CCst,DDcl,161.8
AAdk,BBtw,CChv,DDlp,808.73
AAdk,BBtw,CCst,DDnt,426.46
AAdk,BBrv,CChv,DDnt,556.1
AAdk,BBrv,CCst,DDnw,941.83
AAdk,BBrv,CChv,DDrz,816.39
AAdk,BBrv,CCst,DDcl,312.63
AAdk,BBrv,CChv,DDlp,59.86
AAdk,BBrv,CCst,DDnt,196.43
AAdk,BBmn,CChv,DDnt,457.65
AAdk,BBmn,CCst,DDnw,468.95
AAdk,BBmn,CChv,DDrz,88.24
AAdk,BBmn,CCst,DDcl,218.63
AAdk,BBmn,CChv,DDlp,733.43
AAdk,BBmn,CCst,DDnt,874.55
AAdk,BBtw,CChv,DDnt,877.23
AAdk,BBtw,CCst,DDnw,622.14
AAdk,BBtw,CChv,DDrz,624.74
AAdk,BBtw,CCst,DDcl,249.53
AAdk,BBtw,CChv,DDlp,762.23
AAdk,BBtw,CCst,DDnt,637.43
