Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,512.7
AAdk,BBtw,CCst,DDnw,386.69
AAdk,BBtw,CCbx,DDrz,518.08
AAdk,BBtw,CChv,DDcl,904.68
AAdk,BBtw,CCst,DDlp,653.92
AAdk,BBtw,CCbx,DDcs,397.79
AAdk,BBtw,CChv,DDhm,142.24
AAdk,BBtw,CCst,DDnt,668.57
AAdk,BBtw,CCbx,DDnw,550.78
AAdk,BBrv,CChv,DDnt,679.92
AAdk,BBrv,CCst,DDnw,166.14
AAdk,BBrv,CCbx,DDrz,809.41
AAdk,BBrv,CChv,DDcl,941.09
AAdk,BBrv,CCst,DDlp,945.22
AAdk,BBrv,CCbx,DDcs,433.08
AAdk,BBrv,CChv,DDhm,578.58
AAdk,BBrv,CCst,DDnt,325.72
AAdk,BBrv,CCbx,DDnw,78.92
AAdk,BBtw,CChv,DDnt,590.9
AAdk,BBtw,CCst,DDnw,975.2
AAdk,BBtw,CCbx,DDrz,210.09
AAdk,BBtw,CChv,DDcl,344.26
AAdk,BBtw,CCst,DDlp,481.33
AAdk,BBtw,CCbx,DDcs,355.11
AAdk,BBtw,CChv,DDhm,613.65
AAdk,BBtw,CCst,DDnt,876.16
AAdk,BBtw,CCbx,DDnw,369.54
