AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,768.21
AAdk,BBtw,CCst,DDnw,902.27
AAdk,BBtw,CChv,DDrz,136.06
AAdk,BBtw,CCst,DDcl,777.11
AAdk,BBtw,CChv,DDlp,522.04
AAdk,BBtw,CCst,DDnt,140.79
AAdk,BBrv,CChv,DDnt,794.87
AAdk,BBrv,CCst,DDnw,926.64
AAdk,BBrv,CChv,DDrz,671.41
AAdk,BBrv,CCst,DDcl,800.77
AAdk,BBrv,CChv,DDlp,37.02
AAdk,BBrv,CCst,DDnt,940.75
AAdk,BBmn,CChv,DDnt,176.04
AAdk,BBmn,CCst,DDnw,818.24
AAdk,BBmn,CChv,DDrz,950.71
AAdk,BBmn,CCst,DDcl,823.71
AAdk,BBmn,CChv,DDlp,710.73
AAdk,BBmn,CCst,DDnt,466.0
AAdk,BBtw,CChv,DDnt,83.46
AAdk,BBtw,CCst,DDnw,852.17
AAdk,BBtw,CChv,DDrz,351.86
AAdk,BBtw,CCst,DDcl,872.78
AAdk,BBtw,CChv,DDlp,119.55
AAdk,BBtw,CCst,DDnt,892.97
