AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,65.42
AAdk,BBtw,CChv,DDtv,EEmn,193.89
AAdk,BBtw,CChv,DDpw,EEfh,484.37
AAdk,BBtw,CChv,DDpq,EElp,326.07
AAdk,BBtw,CChv,DDcs,EEdn,134.8
AAdk,BBtw,CChv,DDnt,EEdn,263.61
AAdk,BBtw,CChv,DDtv,EEmn,331.24
AAdk,BBtw,CChv,DDpw,EEfh,332.95
AAdk,BBtw,CChv,DDpq,EElp,274.74
AAdk,BBtw,CChv,DDcs,EEdn,338.39
AAdk,BBtw,CChv,DDnt,EEdn,434.5
AAdk,BBtw,CChv,DDtv,EEmn,437.28
AAdk,BBtw,CChv,DDpw,EEfh,57.03
AAdk,BBtw,CChv,DDpq,EElp,283.12
AAdk,BBtw,CChv,DDcs,EEdn,127.58
