Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,642.07
AAdk,BBtw,CCst,DDnw,675.06
AAdk,BBtw,CChv,DDrz,260.37
AAdk,BBtw,CCst,DDcl,358.84
AAdk,BBtw,CChv,DDlp,359.28
AAdk,BBtw,CCst,DDnt,680.11
AAdk,BBrv,CChv,DDnt,137.88
AAdk,BBrv,CCst,DDnw,712.51
AAdk,BBrv,CChv,DDrz,938.16
AAdk,BBrv,CCst,DDcl,941.66
AAdk,BBrv,CChv,DDlp,590.91
AAdk,BBrv,CCst,DDnt,141.77
AAdk,BBtw,CChv,DDnt,429.44
AAdk,BBtw,CCst,DDnw,371.59
AAdk,BBtw,CChv,DDrz,21.45
AAdk,BBtw,CCst,DDcl,953.93
AAdk,BBtw,CChv,DDlp,698.55
AAdk,BBtw,CCst,DDnt,543.71
