AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,770.23
AAdk,BBtw,CChv,DDtv,EEmn,268.88
AAdk,BBtw,CChv,DDnt,EEfh,781.83
AAdk,BBtw,CChv,DDtv,EElp,404.03
AAdk,BBtw,CChv,DDnt,EEfx,27.2
AAdk,BBtw,CChv,DDtv,EEhr,292.45
AAdk,BBst,CChv,DDnt,EEdn,681.89
AAdk,BBst,CChv,DDtv,EEmn,560.84
AAdk,BBst,CChv,DDnt,EEfh,952.58
AAdk,BBst,CChv,DDtv,EElp,60.23
AAdk,BBst,CChv,DDnt,EEfx,445.76
AAdk,BBst,CChv,DDtv,EEhr,577.78
AAdk,BBrz,CChv,DDnt,EEdn,709.02
AAdk,BBrz,CChv,DDtv,EEmn,71.63
AAdk,BBrz,CChv,DDnt,EEfh,711.36
AAdk,BBrz,CChv,DDtv,EElp,327.97
AAdk,BBrz,CChv,DDnt,EEfx,202.6
AAdk,BBrz,CChv,DDtv,EEhr,458.24
AAdk,BBtw,CChv,DDnt,EEdn,77.55
AAdk,BBtw,CChv,DDtv,EEmn,591.77
AAdk,BBtw,CChv,DDnt,EEfh,722.88
AAdk,BBtw,CChv,DDtv,EElp,600.21
AAdk,BBtw,CChv,DDnt,EEfx,735.38
AAdk,BBtw,CChv,DDtv,EEhr,737.62
AAdk,BBst,CChv,DDnt,EEdn,610.63
AAdk,BBst,CChv,DDtv,EEmn,230.63
AAdk,BBst,CChv,DDnt,EEfh,871.63
AAdk,BBst,CChv,DDtv,EElp,237.8
AAdk,BBst,CChv,DDnt,EEfx,635.66
AAdk,BBst,CChv,DDtv,EEhr,508.69
