Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,515.5
AAdk,BBtw,CCst,DDnw,772.14
AAdk,BBtw,CCbx,DDrz,262.99
AAdk,BBtw,CChv,DDcl,519.83
AAdk,BBtw,CCst,DDlp,137.3
AAdk,BBtw,CCbx,DDcs,781.44
AAdk,BBtw,CChv,DDhm,526.1
AAdk,BBtw,CCst,DDdf,656.81
AAdk,BBtw,CCbx,DDnt,406.86
AAdk,BBrv,CChv,DDnt,302.49
AAdk,BBrv,CCst,DDnw,945.61
AAdk,BBrv,CCbx,DDrz,823.26
AAdk,BBrv,CChv,DDcl,315.61
AAdk,BBrv,CCst,DDlp,576.31
AAdk,BBrv,CCbx,DDcs,577.25
AAdk,BBrv,CChv,DDhm,77.41
AAdk,BBrv,CCst,DDdf,465.25
AAdk,BBrv,CCbx,DDnt,977.1
AAdk,BBtw,CChv,DDnt,725.54
AAdk,BBtw,CCst,DDnw,606.91
AAdk,BBtw,CCbx,DDrz,226.48
AAdk,BBtw,CChv,DDcl,492.25
AAdk,BBtw,CCst,DDlp,237.19
AAdk,BBtw,CCbx,DDcs,366.13
AAdk,BBtw,CChv,DDhm,239.8
AAdk,BBtw,CCst,DDdf,754.96
AAdk,BBtw,CCbx,DDnt,754.53
