Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,641.31
AAdk,BBtw,CCst,DDnw,773.86
AAdk,BBtw,CCbx,DDrz,838.64
AAdk,BBtw,CChv,DDcl,745.3
AAdk,BBtw,CCst,DDlp,649.97
AAdk,BBtw,CCbx,DDcs,107.33
AAdk,BBrv,CChv,DDnt,459.35
AAdk,BBrv,CCst,DDnw,814.41
AAdk,BBrv,CCbx,DDrz,399.44
AAdk,BBrv,CChv,DDcl,432.53
AAdk,BBrv,CCst,DDlp,753.43
AAdk,BBrv,CCbx,DDcs,850.3
AAdk,BBtw,CChv,DDnt,148.64
AAdk,BBtw,CCst,DDnw,533.92
AAdk,BBtw,CCbx,DDrz,506.39
AAdk,BBtw,CChv,DDcl,476.35
AAdk,BBtw,CCst,DDlp,382.85
AAdk,BBtw,CCbx,DDcs,959.31
