AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,515.57
AAdk,BBtw,CCst,DDnw,391.54
AAdk,BBtw,CCbx,DDrz,910.45
AAdk,BBtw,CChv,DDcl,285.54
AAdk,BBtw,CCst,DDlp,801.29
AAdk,BBtw,CCbx,DDcs,418.58
AAdk,BBtw,CChv,DDhm,165.52
AAdk,BBtw,CCst,DDdf,550.41
AAdk,BBtw,CCbx,DDnt,41.26
AAdk,BBrv,CChv,DDnt,50.25
AAdk,BBrv,CCst,DDnw,818.94
AAdk,BBrv,CCbx,DDrz,949.18
AAdk,BBrv,CChv,DDcl,184.57
AAdk,BBrv,CCst,DDlp,316.25
AAdk,BBrv,CCbx,DDcs,578.52
AAdk,BBrv,CChv,DDhm,581.93
AAdk,BBrv,CCst,DDdf,965.17
AAdk,BBrv,CCbx,DDnt,454.84
AAdk,BBmn,CChv,DDnt,841.4
AAdk,BBmn,CCst,DDnw,460.42
AAdk,BBmn,CCbx,DDrz,717.36
AAdk,BBmn,CChv,DDcl,462.48
AAdk,BBmn,CCst,DDlp,211.41
AAdk,BBmn,CCbx,DDcs,468.74
AAdk,BBmn,CChv,DDhm,856.27
AAdk,BBmn,CCst,DDdf,984.11
AAdk,BBmn,CCbx,DDnt,988.53
AAdk,BBtw,CChv,DDnt,860.21
AAdk,BBtw,CCst,DDnw,606.04
AAdk,BBtw,CCbx,DDrz,483.7
AAdk,BBtw,CChv,DDcl,614.42
AAdk,BBtw,CCst,DDlp,110.29
AAdk,BBtw,CCbx,DDcs,885.84
AAdk,BBtw,CChv,DDhm,630.58
AAdk,BBtw,CCst,DDdf,250.75
AAdk,BBtw,CCbx,DDnt,639.34
