Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,778.83
AAdk,BBtw,CChv,DDtv,EEmn,140.3
AAdk,BBtw,CChv,DDnt,EEfh,147.73
AAdk,BBtw,CChv,DDtv,EElp,661.82
AAdk,BBtw,CChv,DDnt,EEfx,278.2
AAdk,BBtw,CChv,DDtv,EEhr,23.32
AAdk,BBst,CChv,DDnt,EEdn,670.76
AAdk,BBst,CChv,DDtv,EEmn,165.45
AAdk,BBst,CChv,DDnt,EEfh,422.17
AAdk,BBst,CChv,DDtv,EElp,176.32
AAdk,BBst,CChv,DDnt,EEfx,439.55
AAdk,BBst,CChv,DDtv,EEhr,63.2
AAdk,BBtw,CChv,DDnt,EEdn,70.17
AAdk,BBtw,CChv,DDtv,EEmn,843.3
AAdk,BBtw,CChv,DDnt,EEfh,460.4
AAdk,BBtw,CChv,DDtv,EElp,475.98
AAdk,BBtw,CChv,DDnt,EEfx,861.22
AAdk,BBtw,CChv,DDtv,EEhr,478.7
AAdk,BBst,CChv,DDnt,EEdn,480.54
AAdk,BBst,CChv,DDtv,EEmn,614.22
AAdk,BBst,CChv,DDnt,EEfh,367.58
AAdk,BBst,CChv,DDtv,EElp,500.14
AAdk,BBst,CChv,DDnt,EEfx,888.66
AAdk,BBst,CChv,DDtv,EEhr,511.15
