AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,772.9
AAdk,BBtw,CCst,DDnw,149.32
AAdk,BBtw,CChv,DDrz,423.62
AAdk,BBtw,CCst,DDcl,681.5
AAdk,BBtw,CChv,DDlp,309.18
AAdk,BBtw,CCst,DDnt,951.75
AAdk,BBrv,CChv,DDnt,58.5
AAdk,BBrv,CCst,DDnw,190.1
AAdk,BBrv,CChv,DDrz,832.24
AAdk,BBrv,CCst,DDcl,455.52
AAdk,BBrv,CChv,DDlp,75.53
AAdk,BBrv,CCst,DDnt,591.29
AAdk,BBmn,CChv,DDnt,345.06
AAdk,BBmn,CCst,DDnw,474.63
AAdk,BBmn,CChv,DDrz,98.49
AAdk,BBmn,CCst,DDcl,868.66
AAdk,BBmn,CChv,DDlp,614.71
AAdk,BBmn,CCst,DDnt,874.85
AAdk,BBtw,CChv,DDnt,109.04
AAdk,BBtw,CCst,DDnw,752.7
AAdk,BBtw,CChv,DDrz,381.82
AAdk,BBtw,CCst,DDcl,759.09
AAdk,BBtw,CChv,DDlp,634.65
AAdk,BBtw,CCst,DDnt,893.4
