AA,BB,CC,DD,EE,FF,Value
AA,BB,CC,DD,EE,FF,Value
AAdk,BBtw,CChv,DDnt,EEdn,FFrv,1.82
AAdk,BBtw,CCtv,DDmn,EEdn,FFrz,66.21
AAdk,BBtw,CChv,DDcl,EEdn,FFrv,35.71
AAdk,BBtw,CCtv,DDhz,EEdn,FFrz,36.08
AAst,BBnw,CChv,DDnt,EEdn,FFrv,8.34
AAst,BBnw,CCtv,DDmn,EEdn,FFrz,41.95
AAst,BBnw,CChv,DDcl,EEdn,FFrv,74.21
AAst,BBnw,CCtv,DDhz,EEdn,FFrz,78.78
AAdk,BBpw,CChv,DDnt,EEdn,FFrv,15.53
AAdk,BBpw,CCtv,DDmn,EEdn,FFrz,14.49
AAdk,BBpw,CChv,DDcl,EEdn,FFrv,84.68
AAdk,BBpw,CCtv,DDhz,EEdn,FFrz,21.4
AAst,BBlp,CChv,DDnt,EEdn,FFrv,86.23
AAst,BBlp,CCtv,DDmn,EEdn,FFrz,87.57
AAst,BBlp,CChv,DDcl,EEdn,FFrv,57.96
AAst,BBlp,CCtv,DDhz,EEdn,FFrz,26.46
