AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,0.55
AAdk,BBdn,CCrv,1.27
AAdk,BBnw,CCtv,1.71
AAdk,BBtw,CCrz,0.66
AAdk,BBdn,CCfh,4.26
AAdk,BBnw,CCdl,6.33
AAdk,BBtw,CCjz,7.14
AAdk,BBdn,CChv,8.14
AAdk,BBnw,CCrv,9.35
AAnt,BBtw,CChv,9.54
AAnt,BBdn,CCrv,9.99
AAnt,BBnw,CCtv,8.0
AAnt,BBtw,CCrz,13.32
AAnt,BBdn,CCfh,14.72
AAnt,BBnw,CCdl,15.49
AAnt,BBtw,CCjz,14.91
AAnt,BBdn,CChv,14.23
AAnt,BBnw,CCrv,18.06
AAst,BBtw,CChv,19.0
AAst,BBdn,CCrv,20.57
AAst,BBnw,CCtv,14.81
AAst,BBtw,CCrz,17.51
AAst,BBdn,CCfh,22.35
AAst,BBnw,CCdl,21.22
AAst,BBtw,CCjz,26.34
AAst,BBdn,CChv,26.33
AAst,BBnw,CCrv,15.06
