Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,550.96
AAdk,BBtw,CCst,DDnw,422.65
AAdk,BBtw,CChv,DDrz,264.0
AAdk,BBtw,CCst,DDcl,680.43
AAdk,BBtw,CChv,DDlp,938.44
AAdk,BBtw,CCst,DDnt,42.15
AAdk,BBrv,CChv,DDnt,743.5
AAdk,BBrv,CCst,DDnw,622.08
AAdk,BBrv,CChv,DDrz,239.51
AAdk,BBrv,CCst,DDcl,303.29
AAdk,BBrv,CChv,DDlp,527.91
AAdk,BBrv,CCst,DDnt,499.24
AAdk,BBtw,CChv,DDnt,181.3
AAdk,BBtw,CCst,DDnw,694.72
AAdk,BBtw,CChv,DDrz,730.79
AAdk,BBtw,CCst,DDcl,187.17
AAdk,BBtw,CChv,DDlp,956.95
AAdk,BBtw,CCst,DDnt,703.55
