Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,513.44
AAdk,BBtw,CCst,DDnw,902.8
AAdk,BBtw,CChv,DDrz,779.13
AAdk,BBtw,CCst,DDcl,268.32
AAdk,BBtw,CChv,DDlp,19.99
AAdk,BBtw,CCst,DDcs,535.8
AAdk,BBrv,CChv,DDnt,24.5
AAdk,BBrv,CCst,DDnw,793.65
AAdk,BBrv,CChv,DDrz,156.59
AAdk,BBrv,CCst,DDcl,285.2
AAdk,BBrv,CChv,DDlp,676.08
AAdk,BBrv,CCst,DDcs,549.4
AAdk,BBmn,CChv,DDnt,39.33
AAdk,BBmn,CCst,DDnw,556.49
AAdk,BBmn,CChv,DDrz,691.13
AAdk,BBmn,CCst,DDcl,309.8
AAdk,BBmn,CChv,DDlp,310.5
AAdk,BBmn,CCst,DDcs,696.71
AAdk,BBtw,CChv,DDnt,448.54
AAdk,BBtw,CCst,DDnw,833.65
AAdk,BBtw,CChv,DDrz,463.51
AAdk,BBtw,CCst,DDcl,335.27
AAdk,BBtw,CChv,DDlp,598.01
AAdk,BBtw,CCst,DDcs,101.93
