AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,388.27
AAdk,BBtw,CCst,DDnw,517.69
AAdk,BBtw,CCbx,DDrz,132.89
AAdk,BBtw,CChv,DDcl,405.67
AAdk,BBtw,CCst,DDlp,24.39
AAdk,BBtw,CCbx,DDcs,920.66
AAdk,BBtw,CChv,DDhm,281.21
AAdk,BBtw,CCst,DDdf,283.67
AAdk,BBtw,CCbx,DDnt,544.6
AAdk,BBrv,CChv,DDnt,417.08
AAdk,BBrv,CCst,DDnw,165.33
AAdk,BBrv,CCbx,DDrz,935.98
AAdk,BBrv,CChv,DDcl,173.95
AAdk,BBrv,CCst,DDlp,46.33
AAdk,BBrv,CCbx,DDcs,945.69
AAdk,BBrv,CChv,DDhm,818.58
AAdk,BBrv,CCst,DDdf,179.34
AAdk,BBrv,CCbx,DDnt,51.62
AAdk,BBmn,CChv,DDnt,827.05
AAdk,BBmn,CCst,DDnw,443.12
AAdk,BBmn,CCbx,DDrz,318.71
AAdk,BBmn,CChv,DDcl,62.04
AAdk,BBmn,CCst,DDlp,960.31
AAdk,BBmn,CCbx,DDcs,449.19
AAdk,BBmn,CChv,DDhm,703.26
AAdk,BBmn,CCst,DDdf,329.27
AAdk,BBmn,CCbx,DDnt,975.76
AAdk,BBtw,CChv,DDnt,848.3
AAdk,BBtw,CCst,DDnw,721.23
AAdk,BBtw,CCbx,DDrz,991.43
AAdk,BBtw,CChv,DDcl,369.96
AAdk,BBtw,CCst,DDlp,243.12
AAdk,BBtw,CCbx,DDcs,125.82
AAdk,BBtw,CChv,DDhm,630.85
AAdk,BBtw,CCst,DDdf,250.08
AAdk,BBtw,CCbx,DDnt,125.48
