Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,519.56
AAdk,BBtw,CChv,DDtv,EEmn,135.83
AAdk,BBtw,CChv,DDpw,EEfh,907.43
AAdk,BBtw,CChv,DDnt,EElp,398.05
AAdk,BBtw,CChv,DDtv,EEfx,916.7
AAdk,BBtw,CChv,DDpw,EEhr,151.7
AAdk,BBtw,CChv,DDnt,EEhl,24.35
AAdk,BBtw,CChv,DDtv,EEdn,667.58
AAdk,BBtw,CChv,DDpw,EEmn,797.73
AAdk,BBst,CChv,DDnt,EEdn,671.22
AAdk,BBst,CChv,DDtv,EEmn,421.88
AAdk,BBst,CChv,DDpw,EEfh,38.13
AAdk,BBst,CChv,DDnt,EElp,41.07
AAdk,BBst,CChv,DDtv,EEfx,170.92
AAdk,BBst,CChv,DDpw,EEhr,173.02
AAdk,BBst,CChv,DDnt,EEhl,430.25
AAdk,BBst,CChv,DDtv,EEdn,559.77
AAdk,BBst,CChv,DDpw,EEmn,303.97
AAdk,BBtw,CChv,DDnt,EEdn,46.88
AAdk,BBtw,CChv,DDtv,EEmn,306.62
AAdk,BBtw,CChv,DDpw,EEfh,819.44
AAdk,BBtw,CChv,DDnt,EElp,695.67
AAdk,BBtw,CChv,DDtv,EEfx,61.67
AAdk,BBtw,CChv,DDpw,EEhr,318.26
AAdk,BBtw,CChv,DDnt,EEhl,708.36
AAdk,BBtw,CChv,DDtv,EEdn,836.67
AAdk,BBtw,CChv,DDpw,EEmn,841.92
AAdk,BBst,CChv,DDnt,EEdn,714.73
AAdk,BBst,CChv,DDtv,EEmn,970.92
AAdk,BBst,CChv,DDpw,EEfh,208.13
AAdk,BBst,CChv,DDnt,EElp,472.88
AAdk,BBst,CChv,DDtv,EEfx,602.86
AAdk,BBst,CChv,DDpw,EEhr,995.78
AAdk,BBst,CChv,DDnt,EEhl,234.46
AAdk,BBst,CChv,DDtv,EEdn,362.9
AAdk,BBst,CChv,DDpw,EEmn,492.64
