Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,900.98
AAdk,BBtw,CChv,DDtv,EEmn,772.46
AAdk,BBtw,CChv,DDpw,EEfh,135.9
AAdk,BBtw,CChv,DDnt,EElp,654.81
AAdk,BBtw,CChv,DDtv,EEfx,529.7
AAdk,BBtw,CChv,DDpw,EEhr,146.52
AAdk,BBtw,CChv,DDnt,EEhl,664.64
AAdk,BBtw,CChv,DDtv,EEkz,928.15
AAdk,BBtw,CChv,DDpw,EEdn,800.7
AAdk,BBst,CChv,DDnt,EEdn,35.09
AAdk,BBst,CChv,DDtv,EEmn,294.28
AAdk,BBst,CChv,DDpw,EEfh,935.0
AAdk,BBst,CChv,DDnt,EElp,297.15
AAdk,BBst,CChv,DDtv,EEfx,170.33
AAdk,BBst,CChv,DDpw,EEhr,555.06
AAdk,BBst,CChv,DDnt,EEhl,812.63
AAdk,BBst,CChv,DDtv,EEkz,944.24
AAdk,BBst,CChv,DDpw,EEdn,562.47
AAdk,BBtw,CChv,DDnt,EEdn,53.37
AAdk,BBtw,CChv,DDtv,EEmn,315.86
AAdk,BBtw,CChv,DDpw,EEfh,700.96
AAdk,BBtw,CChv,DDnt,EElp,62.55
AAdk,BBtw,CChv,DDtv,EEfx,702.73
AAdk,BBtw,CChv,DDpw,EEhr,69.25
AAdk,BBtw,CChv,DDnt,EEhl,712.73
AAdk,BBtw,CChv,DDtv,EEkz,841.45
AAdk,BBtw,CChv,DDpw,EEdn,331.2
AAdk,BBst,CChv,DDnt,EEdn,76.51
AAdk,BBst,CChv,DDtv,EEmn,593.64
AAdk,BBst,CChv,DDpw,EEfh,85.71
AAdk,BBst,CChv,DDnt,EElp,740.87
AAdk,BBst,CChv,DDtv,EEfx,748.92
AAdk,BBst,CChv,DDpw,EEhr,243.84
AAdk,BBst,CChv,DDnt,EEhl,630.35
AAdk,BBst,CChv,DDtv,EEkz,125.98
AAdk,BBst,CChv,DDpw,EEdn,511.35
