Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,131.05
AAdk,BBtw,CCst,DDnw,518.37
AAdk,BBtw,CChv,DDrz,782.37
AAdk,BBtw,CCst,DDcl,797.93
AAdk,BBtw,CChv,DDlp,29.97
AAdk,BBtw,CCst,DDnt,808.1
AAdk,BBrv,CChv,DDnt,683.11
AAdk,BBrv,CCst,DDnw,301.96
AAdk,BBrv,CChv,DDrz,685.49
AAdk,BBrv,CCst,DDcl,954.75
AAdk,BBrv,CChv,DDlp,958.06
AAdk,BBrv,CCst,DDnt,446.53
AAdk,BBmn,CChv,DDnt,960.65
AAdk,BBmn,CCst,DDnw,453.47
AAdk,BBmn,CChv,DDrz,713.57
AAdk,BBmn,CCst,DDcl,342.34
AAdk,BBmn,CChv,DDlp,598.97
AAdk,BBmn,CCst,DDnt,858.32
AAdk,BBtw,CChv,DDnt,357.97
AAdk,BBtw,CCst,DDnw,621.22
AAdk,BBtw,CChv,DDrz,879.38
AAdk,BBtw,CCst,DDcl,754.84
AAdk,BBtw,CChv,DDlp,120.08
AAdk,BBtw,CCst,DDnt,254.01
