AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,513.74
AAdk,BBtw,CCst,DDnw,770.02
AAdk,BBtw,CCbx,DDrz,263.84
AAdk,BBtw,CChv,DDcl,776.45
AAdk,BBtw,CCst,DDlp,271.86
AAdk,BBtw,CCbx,DDcs,533.4
AAdk,BBrv,CChv,DDnt,536.43
AAdk,BBrv,CCst,DDnw,416.73
AAdk,BBrv,CCbx,DDrz,165.29
AAdk,BBrv,CChv,DDcl,422.11
AAdk,BBrv,CCst,DDlp,809.39
AAdk,BBrv,CCbx,DDcs,558.27
AAdk,BBmn,CChv,DDnt,306.15
AAdk,BBmn,CCst,DDnw,586.78
AAdk,BBmn,CCbx,DDrz,593.04
AAdk,BBmn,CChv,DDcl,851.18
AAdk,BBmn,CCst,DDlp,217.12
AAdk,BBmn,CCbx,DDcs,889.95
AAdk,BBtw,CChv,DDnt,354.19
AAdk,BBtw,CCst,DDnw,870.12
AAdk,BBtw,CCbx,DDrz,236.54
AAdk,BBtw,CChv,DDcl,370.44
AAdk,BBtw,CCst,DDlp,375.13
AAdk,BBtw,CCbx,DDcs,761.73
