Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,538.47
AAdk,BBtw,CCst,DDnw,410.5
AAdk,BBtw,CChv,DDrz,156.95
AAdk,BBtw,CCst,DDcl,300.08
AAdk,BBtw,CChv,DDlp,47.05
AAdk,BBtw,CCst,DDnt,567.19
AAdk,BBrv,CChv,DDnt,952.72
AAdk,BBrv,CCst,DDnw,581.83
AAdk,BBrv,CChv,DDrz,587.64
AAdk,BBrv,CCst,DDcl,332.91
AAdk,BBrv,CChv,DDlp,726.86
AAdk,BBrv,CCst,DDnt,217.19
AAdk,BBmn,CChv,DDnt,858.0
AAdk,BBmn,CCst,DDnw,249.58
AAdk,BBmn,CChv,DDrz,232.22
AAdk,BBmn,CCst,DDcl,236.74
AAdk,BBmn,CChv,DDlp,497.35
AAdk,BBmn,CCst,DDnt,242.2
AAdk,BBtw,CChv,DDnt,370.33
AAdk,BBtw,CCst,DDnw,372.48
AAdk,BBtw,CChv,DDrz,761.3
AAdk,BBtw,CCst,DDcl,508.21
AAdk,BBtw,CChv,DDlp,509.11
AAdk,BBtw,CCst,DDnt,383.6
