AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,227.55
AAdk,BBtw,CCst,DDnw,580.03
AAdk,BBtw,CChv,DDrz,805.66
AAdk,BBtw,CCst,DDcl,517.11
AAdk,BBtw,CChv,DDlp,550.88
AAdk,BBtw,CCst,DDnt,553.16
AAdk,BBrv,CChv,DDnt,169.81
AAdk,BBrv,CCst,DDnw,682.73
AAdk,BBrv,CChv,DDrz,815.64
AAdk,BBrv,CCst,DDcl,497.04
AAdk,BBrv,CChv,DDlp,882.23
AAdk,BBrv,CCst,DDnt,850.66
AAdk,BBtw,CChv,DDnt,724.9
AAdk,BBtw,CCst,DDnw,885.94
AAdk,BBtw,CChv,DDrz,949.54
AAdk,BBtw,CCst,DDcl,599.52
AAdk,BBtw,CChv,DDlp,633.22
AAdk,BBtw,CCst,DDnt,830.35
