Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,193.26
AAdk,BBtw,CCst,DDnw,771.63
AAdk,BBtw,CCbx,DDrz,39.39
AAdk,BBtw,CChv,DDcl,103.46
AAdk,BBtw,CCst,DDlp,554.55
AAdk,BBtw,CCbx,DDcs,493.73
AAdk,BBrv,CChv,DDnt,942.14
AAdk,BBrv,CCst,DDnw,751.02
AAdk,BBrv,CCbx,DDrz,336.66
AAdk,BBrv,CChv,DDcl,848.96
AAdk,BBrv,CCst,DDlp,497.99
AAdk,BBrv,CCbx,DDcs,957.3
AAdk,BBtw,CChv,DDnt,116.05
AAdk,BBtw,CCst,DDnw,143.01
AAdk,BBtw,CCbx,DDrz,888.15
AAdk,BBtw,CChv,DDcl,282.68
AAdk,BBtw,CCst,DDlp,509.68
AAdk,BBtw,CCbx,DDcs,510.39
