AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,194.69
AAdk,BBtw,CChv,DDtv,EEmn,134.06
AAdk,BBtw,CChv,DDpw,EEfh,201.63
AAdk,BBtw,CChv,DDpq,EElp,426.11
AAdk,BBtw,CChv,DDcs,EEdn,426.78
AAdk,BBtw,CChv,DDnt,EEdn,236.84
AAdk,BBtw,CChv,DDtv,EEmn,397.96
AAdk,BBtw,CChv,DDpw,EEfh,202.84
AAdk,BBtw,CChv,DDpq,EElp,409.92
AAdk,BBtw,CChv,DDcs,EEdn,80.02
AAdk,BBtw,CChv,DDnt,EEdn,426.07
AAdk,BBtw,CChv,DDtv,EEmn,372.84
AAdk,BBtw,CChv,DDpw,EEfh,277.2
AAdk,BBtw,CChv,DDpq,EElp,249.24
AAdk,BBtw,CChv,DDcs,EEdn,223.85
