Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,769.18
AAdk,BBtw,CChv,DDtv,EEmn,387.9
AAdk,BBtw,CChv,DDpw,EEfh,135.96
AAdk,BBtw,CChv,DDnt,EElp,265.21
AAdk,BBtw,CChv,DDtv,EEfx,138.59
AAdk,BBtw,CChv,DDpw,EEhr,270.53
AAdk,BBtw,CChv,DDnt,EEhl,531.91
AAdk,BBtw,CChv,DDtv,EEkz,20.62
AAdk,BBtw,CChv,DDpw,EEdn,924.25
AAdk,BBst,CChv,DDnt,EEdn,926.68
AAdk,BBst,CChv,DDtv,EEmn,930.29
AAdk,BBst,CChv,DDpw,EEfh,295.12
AAdk,BBst,CChv,DDnt,EElp,937.73
AAdk,BBst,CChv,DDtv,EEfx,429.77
AAdk,BBst,CChv,DDpw,EEhr,942.68
AAdk,BBst,CChv,DDnt,EEhl,688.56
AAdk,BBst,CChv,DDtv,EEkz,305.68
AAdk,BBst,CChv,DDpw,EEdn,821.71
AAdk,BBtw,CChv,DDnt,EEdn,318.04
AAdk,BBtw,CChv,DDtv,EEmn,327.61
AAdk,BBtw,CChv,DDpw,EEfh,584.09
AAdk,BBtw,CChv,DDnt,EElp,843.38
AAdk,BBtw,CChv,DDtv,EEfx,474.35
AAdk,BBtw,CChv,DDpw,EEhr,94.13
AAdk,BBtw,CChv,DDnt,EEhl,352.37
AAdk,BBtw,CChv,DDtv,EEkz,992.61
AAdk,BBtw,CChv,DDpw,EEdn,611.58
AAdk,BBst,CChv,DDnt,EEdn,365.37
AAdk,BBst,CChv,DDtv,EEmn,366.02
AAdk,BBst,CChv,DDpw,EEfh,880.94
AAdk,BBst,CChv,DDnt,EElp,113.44
AAdk,BBst,CChv,DDtv,EEfx,372.08
AAdk,BBst,CChv,DDpw,EEhr,500.43
AAdk,BBst,CChv,DDnt,EEhl,374.25
AAdk,BBst,CChv,DDtv,EEkz,633.7
AAdk,BBst,CChv,DDpw,EEdn,506.76
