AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,1.56
AAdk,BBdn,CCrv,2.71
AAdk,BBnw,CCtv,4.21
AAdk,BBtw,CCrz,5.14
AAdk,BBdn,CCfh,6.05
AAdk,BBnw,CCdl,7.82
AAdk,BBtw,CCjz,9.13
AAdk,BBdn,CCcs,10.71
AAdk,BBnw,CCcp,10.91
AAnt,BBtw,CChv,14.19
AAnt,BBdn,CCrv,15.69
AAnt,BBnw,CCtv,16.86
AAnt,BBtw,CCrz,17.4
AAnt,BBdn,CCfh,18.09
AAnt,BBnw,CCdl,18.79
AAnt,BBtw,CCjz,20.4
AAnt,BBdn,CCcs,21.08
AAnt,BBnw,CCcp,20.6
AAst,BBtw,CChv,23.54
AAst,BBdn,CCrv,24.58
AAst,BBnw,CCtv,25.23
AAst,BBtw,CCrz,26.18
AAst,BBdn,CCfh,26.34
AAst,BBnw,CCdl,27.63
AAst,BBtw,CCjz,23.04
AAst,BBdn,CCcs,23.49
AAst,BBnw,CCcp,24.27
