AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,514.65
AAdk,BBtw,CCst,DDnw,275.89
AAdk,BBtw,CCbx,DDrz,661.11
AAdk,BBtw,CChv,DDcl,944.14
AAdk,BBtw,CCst,DDlp,689.96
AAdk,BBtw,CCbx,DDcs,186.42
AAdk,BBtw,CChv,DDhm,443.65
AAdk,BBtw,CCst,DDdf,827.98
AAdk,BBtw,CCbx,DDnt,956.75
AAdk,BBrv,CChv,DDnt,959.54
AAdk,BBrv,CCst,DDnw,961.34
AAdk,BBrv,CCbx,DDrz,583.55
AAdk,BBrv,CChv,DDcl,719.57
AAdk,BBrv,CCst,DDlp,210.09
AAdk,BBrv,CCbx,DDcs,467.24
AAdk,BBrv,CChv,DDhm,596.43
AAdk,BBrv,CCst,DDdf,983.41
AAdk,BBrv,CCbx,DDnt,253.07
AAdk,BBtw,CChv,DDnt,994.01
AAdk,BBtw,CCst,DDnw,610.4
AAdk,BBtw,CCbx,DDrz,866.99
AAdk,BBtw,CChv,DDcl,251.4
AAdk,BBtw,CCst,DDlp,369.67
AAdk,BBtw,CCbx,DDcs,885.27
AAdk,BBtw,CChv,DDhm,633.57
AAdk,BBtw,CCst,DDdf,891.92
AAdk,BBtw,CCbx,DDnt,509.25
