AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,384.46
AAdk,BBtw,CCst,DDnw,225.9
AAdk,BBtw,CCbx,DDrz,962.66
AAdk,BBtw,CChv,DDcl,642.38
AAdk,BBtw,CCst,DDlp,636.99
AAdk,BBtw,CCbx,DDcs,581.21
AAdk,BBrv,CChv,DDnt,838.65
AAdk,BBrv,CCst,DDnw,103.87
AAdk,BBrv,CCbx,DDrz,838.58
AAdk,BBrv,CChv,DDcl,11.72
AAdk,BBrv,CCst,DDlp,524.38
AAdk,BBrv,CCbx,DDcs,973.63
AAdk,BBtw,CChv,DDnt,465.88
AAdk,BBtw,CCst,DDnw,692.36
AAdk,BBtw,CCbx,DDrz,598.35
AAdk,BBtw,CChv,DDcl,214.89
AAdk,BBtw,CCst,DDlp,572.7
AAdk,BBtw,CCbx,DDcs,126.23
