Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,486.53
AAdk,BBtw,CCst,DDnw,231.54
AAdk,BBtw,CChv,DDrz,940.8
AAdk,BBtw,CCst,DDcl,346.52
AAdk,BBtw,CChv,DDlp,14.69
AAdk,BBtw,CCst,DDnt,175.55
AAdk,BBrv,CChv,DDnt,240.42
AAdk,BBrv,CCst,DDnw,848.86
AAdk,BBrv,CChv,DDrz,50.64
AAdk,BBrv,CCst,DDcl,275.23
AAdk,BBrv,CChv,DDlp,273.39
AAdk,BBrv,CCst,DDnt,789.76
AAdk,BBtw,CChv,DDnt,854.79
AAdk,BBtw,CCst,DDnw,188.39
AAdk,BBtw,CChv,DDrz,634.89
AAdk,BBtw,CCst,DDcl,922.12
AAdk,BBtw,CChv,DDlp,797.44
AAdk,BBtw,CCst,DDnt,191.32
