Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,769.35
AAdk,BBtw,CCst,DDnw,387.16
AAdk,BBtw,CCbx,DDrz,904.04
AAdk,BBtw,CChv,DDcl,142.15
AAdk,BBtw,CCst,DDlp,784.69
AAdk,BBtw,CCbx,DDcs,787.22
AAdk,BBtw,CChv,DDhm,412.59
AAdk,BBtw,CCst,DDdf,158.09
AAdk,BBtw,CCbx,DDnt,546.16
AAdk,BBrv,CChv,DDnt,36.65
AAdk,BBrv,CCst,DDnw,943.24
AAdk,BBrv,CCbx,DDrz,179.73
AAdk,BBrv,CChv,DDcl,948.65
AAdk,BBrv,CCst,DDlp,950.1
AAdk,BBrv,CCbx,DDcs,440.18
AAdk,BBrv,CChv,DDhm,186.16
AAdk,BBrv,CCst,DDdf,827.51
AAdk,BBrv,CCbx,DDnt,64.9
AAdk,BBmn,CChv,DDnt,449.4
AAdk,BBmn,CCst,DDnw,65.52
AAdk,BBmn,CCbx,DDrz,326.02
AAdk,BBmn,CChv,DDcl,328.17
AAdk,BBmn,CCst,DDlp,586.92
AAdk,BBmn,CCbx,DDcs,976.85
AAdk,BBmn,CChv,DDhm,90.83
AAdk,BBmn,CCst,DDdf,90.07
AAdk,BBmn,CCbx,DDnt,733.63
AAdk,BBtw,CChv,DDnt,223.25
AAdk,BBtw,CCst,DDnw,225.7
AAdk,BBtw,CCbx,DDrz,611.18
AAdk,BBtw,CChv,DDcl,743.71
AAdk,BBtw,CCst,DDlp,874.94
AAdk,BBtw,CCbx,DDcs,238.65
AAdk,BBtw,CChv,DDhm,751.22
AAdk,BBtw,CCst,DDdf,627.77
AAdk,BBtw,CCbx,DDnt,756.45
