AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,832.36
AAdk,BBtw,CCst,DDnw,451.74
AAdk,BBtw,CChv,DDrz,933.68
AAdk,BBtw,CCst,DDcl,38.06
AAdk,BBtw,CChv,DDlp,811.17
AAdk,BBtw,CCst,DDnt,766.53
AAdk,BBrv,CChv,DDnt,720.56
AAdk,BBrv,CCst,DDnw,945.92
AAdk,BBrv,CChv,DDrz,594.43
AAdk,BBrv,CCst,DDcl,499.2
AAdk,BBrv,CChv,DDlp,884.61
AAdk,BBrv,CCst,DDnt,894.38
AAdk,BBtw,CChv,DDnt,529.8
AAdk,BBtw,CCst,DDnw,404.71
AAdk,BBtw,CChv,DDrz,918.68
AAdk,BBtw,CCst,DDcl,829.63
AAdk,BBtw,CChv,DDlp,350.54
AAdk,BBtw,CCst,DDnt,799.38
