AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,765.75
AAdk,BBtw,CCst,DDnw,145.73
AAdk,BBtw,CCbx,DDrz,793.76
AAdk,BBtw,CChv,DDcl,794.48
AAdk,BBtw,CCst,DDlp,673.69
AAdk,BBtw,CCbx,DDcs,163.92
AAdk,BBtw,CChv,DDhm,677.77
AAdk,BBtw,CCst,DDdf,937.9
AAdk,BBtw,CCbx,DDnt,434.19
AAdk,BBrv,CChv,DDnt,179.7
AAdk,BBrv,CCst,DDnw,57.34
AAdk,BBrv,CCbx,DDrz,315.46
AAdk,BBrv,CChv,DDcl,443.56
AAdk,BBrv,CCst,DDlp,571.39
AAdk,BBrv,CCbx,DDcs,575.83
AAdk,BBrv,CChv,DDhm,965.77
AAdk,BBrv,CCst,DDdf,80.04
AAdk,BBrv,CCbx,DDnt,985.27
AAdk,BBtw,CChv,DDnt,357.42
AAdk,BBtw,CCst,DDnw,102.74
AAdk,BBtw,CCbx,DDrz,999.22
AAdk,BBtw,CChv,DDcl,236.61
AAdk,BBtw,CCst,DDlp,748.41
AAdk,BBtw,CCbx,DDcs,494.58
AAdk,BBtw,CChv,DDhm,506.3
AAdk,BBtw,CCst,DDdf,765.91
AAdk,BBtw,CCbx,DDnt,510.81
