Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,544.93
AAdk,BBtw,CChv,DDtv,EEmn,192.35
AAdk,BBtw,CChv,DDnt,EEfh,439.83
AAdk,BBtw,CChv,DDtv,EElp,407.02
AAdk,BBst,CChv,DDnt,EEdn,584.71
AAdk,BBst,CChv,DDtv,EEmn,620.32
AAdk,BBst,CChv,DDnt,EEfh,813.55
AAdk,BBst,CChv,DDtv,EElp,558.09
AAdk,BBtw,CChv,DDnt,EEdn,784.96
AAdk,BBtw,CChv,DDtv,EEmn,337.3
AAdk,BBtw,CChv,DDnt,EEfh,244.31
AAdk,BBtw,CChv,DDtv,EElp,919.23
AAdk,BBst,CChv,DDnt,EEdn,184.47
AAdk,BBst,CChv,DDtv,EEmn,251.57
AAdk,BBst,CChv,DDnt,EEfh,862.31
AAdk,BBst,CChv,DDtv,EElp,191.02
