Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,801.08
AAdk,BBtw,CCst,DDnw,514.21
AAdk,BBtw,CChv,DDrz,65.39
AAdk,BBtw,CCst,DDcl,932.81
AAdk,BBtw,CChv,DDlp,839.9
AAdk,BBtw,CCst,DDnt,295.19
AAdk,BBrv,CChv,DDnt,204.3
AAdk,BBrv,CCst,DDnw,653.65
AAdk,BBrv,CChv,DDrz,46.71
AAdk,BBrv,CCst,DDcl,79.42
AAdk,BBrv,CChv,DDlp,17.76
AAdk,BBrv,CCst,DDnt,821.82
AAdk,BBtw,CChv,DDnt,662.9
AAdk,BBtw,CCst,DDnw,280.85
AAdk,BBtw,CChv,DDrz,281.8
AAdk,BBtw,CCst,DDcl,922.49
AAdk,BBtw,CChv,DDlp,731.41
AAdk,BBtw,CCst,DDnt,543.88
