Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,769.06
AAdk,BBtw,CCst,DDnw,901.18
AAdk,BBtw,CCbx,DDrz,393.8
AAdk,BBtw,CChv,DDcl,778.24
AAdk,BBtw,CCst,DDlp,273.51
AAdk,BBtw,CCbx,DDcs,402.81
AAdk,BBtw,CChv,DDhm,657.41
AAdk,BBtw,CCst,DDnt,533.13
AAdk,BBtw,CCbx,DDnw,797.31
AAdk,BBrv,CChv,DDnt,285.04
AAdk,BBrv,CCst,DDnw,422.64
AAdk,BBrv,CCbx,DDrz,935.58
AAdk,BBrv,CChv,DDcl,554.3
AAdk,BBrv,CCst,DDlp,556.38
AAdk,BBrv,CCbx,DDcs,942.15
AAdk,BBrv,CChv,DDhm,562.46
AAdk,BBrv,CCst,DDnt,51.69
AAdk,BBrv,CCbx,DDnw,695.18
AAdk,BBmn,CChv,DDnt,697.51
AAdk,BBmn,CCst,DDnw,185.6
AAdk,BBmn,CCbx,DDrz,704.78
AAdk,BBmn,CChv,DDcl,198.21
AAdk,BBmn,CCst,DDlp,966.66
AAdk,BBmn,CCbx,DDcs,455.75
AAdk,BBmn,CChv,DDhm,971.62
AAdk,BBmn,CCst,DDnt,462.39
AAdk,BBmn,CCbx,DDnw,848.81
AAdk,BBtw,CChv,DDnt,222.98
AAdk,BBtw,CCst,DDnw,224.1
AAdk,BBtw,CCbx,DDrz,484.44
AAdk,BBtw,CChv,DDcl,874.66
AAdk,BBtw,CCst,DDlp,368.99
AAdk,BBtw,CCbx,DDcs,243.12
AAdk,BBtw,CChv,DDhm,245.89
AAdk,BBtw,CCst,DDnt,885.62
AAdk,BBtw,CCbx,DDnw,247.38
