AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,954.77
AAdk,BBtw,CCst,DDnw,131.91
AAdk,BBtw,CChv,DDrz,483.32
AAdk,BBtw,CCst,DDcl,708.73
AAdk,BBtw,CChv,DDlp,776.29
AAdk,BBtw,CCst,DDnt,137.54
AAdk,BBrv,CChv,DDnt,720.6
AAdk,BBrv,CCst,DDnw,721.26
AAdk,BBrv,CChv,DDrz,306.33
AAdk,BBrv,CCst,DDcl,787.12
AAdk,BBrv,CChv,DDlp,852.29
AAdk,BBrv,CCst,DDnt,277.01
AAdk,BBtw,CChv,DDnt,566.56
AAdk,BBtw,CCst,DDnw,403.26
AAdk,BBtw,CChv,DDrz,725.41
AAdk,BBtw,CCst,DDcl,25.16
AAdk,BBtw,CChv,DDlp,538.91
AAdk,BBtw,CCst,DDnt,30.83
