AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,901.17
AAdk,BBtw,CCst,DDnw,263.38
AAdk,BBtw,CCbx,DDrz,526.46
AAdk,BBtw,CChv,DDcl,408.32
AAdk,BBtw,CCst,DDlp,413.91
AAdk,BBtw,CCbx,DDcs,34.19
AAdk,BBtw,CChv,DDhm,290.29
AAdk,BBtw,CCst,DDnt,34.93
AAdk,BBtw,CCbx,DDnw,168.92
AAdk,BBrv,CChv,DDnt,42.52
AAdk,BBrv,CCst,DDnw,949.16
AAdk,BBrv,CCbx,DDrz,190.5
AAdk,BBrv,CChv,DDcl,448.64
AAdk,BBrv,CCst,DDlp,962.07
AAdk,BBrv,CCbx,DDcs,323.88
AAdk,BBrv,CChv,DDhm,453.64
AAdk,BBrv,CCst,DDnt,968.01
AAdk,BBrv,CCbx,DDnw,458.47
AAdk,BBmn,CChv,DDnt,843.0
AAdk,BBmn,CCst,DDnw,462.82
AAdk,BBmn,CCbx,DDrz,80.27
AAdk,BBmn,CChv,DDcl,469.06
AAdk,BBmn,CCst,DDlp,598.01
AAdk,BBmn,CCbx,DDcs,728.42
AAdk,BBmn,CChv,DDhm,218.15
AAdk,BBmn,CCst,DDnt,603.7
AAdk,BBmn,CCbx,DDnw,992.55
AAdk,BBtw,CChv,DDnt,866.95
AAdk,BBtw,CCst,DDnw,610.11
AAdk,BBtw,CCbx,DDrz,611.01
AAdk,BBtw,CChv,DDcl,745.23
AAdk,BBtw,CCst,DDlp,491.19
AAdk,BBtw,CCbx,DDcs,246.37
AAdk,BBtw,CChv,DDhm,887.54
AAdk,BBtw,CCst,DDnt,507.09
AAdk,BBtw,CCbx,DDnw,892.28
