AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,897.14
AAdk,BBtw,CChv,DDtv,EEmn,902.81
AAdk,BBtw,CChv,DDpw,EEfh,776.56
AAdk,BBtw,CChv,DDnt,EElp,649.71
AAdk,BBtw,CChv,DDtv,EEfx,907.8
AAdk,BBtw,CChv,DDpw,EEhr,17.82
AAdk,BBtw,CChv,DDnt,EEhl,531.8
AAdk,BBtw,CChv,DDtv,EEdn,915.83
AAdk,BBtw,CChv,DDpw,EEmn,917.65
AAdk,BBst,CChv,DDnt,EEdn,534.09
AAdk,BBst,CChv,DDtv,EEmn,154.61
AAdk,BBst,CChv,DDpw,EEfh,410.11
AAdk,BBst,CChv,DDnt,EElp,924.48
AAdk,BBst,CChv,DDtv,EEfx,35.92
AAdk,BBst,CChv,DDpw,EEhr,296.08
AAdk,BBst,CChv,DDnt,EEhl,692.31
AAdk,BBst,CChv,DDtv,EEdn,309.34
AAdk,BBst,CChv,DDpw,EEmn,695.59
AAdk,BBtw,CChv,DDnt,EEdn,827.11
AAdk,BBtw,CChv,DDtv,EEmn,191.87
AAdk,BBtw,CChv,DDpw,EEfh,74.27
AAdk,BBtw,CChv,DDnt,EElp,590.76
AAdk,BBtw,CChv,DDtv,EEfx,985.44
AAdk,BBtw,CChv,DDpw,EEhr,348.48
AAdk,BBtw,CChv,DDnt,EEhl,989.52
AAdk,BBtw,CChv,DDtv,EEdn,991.13
AAdk,BBtw,CChv,DDpw,EEmn,351.76
AAdk,BBst,CChv,DDnt,EEdn,872.73
AAdk,BBst,CChv,DDtv,EEmn,623.62
AAdk,BBst,CChv,DDpw,EEfh,880.61
AAdk,BBst,CChv,DDnt,EElp,753.48
AAdk,BBst,CChv,DDtv,EEfx,245.5
AAdk,BBst,CChv,DDpw,EEhr,245.46
AAdk,BBst,CChv,DDnt,EEhl,886.43
AAdk,BBst,CChv,DDtv,EEdn,504.86
AAdk,BBst,CChv,DDpw,EEmn,508.96
