AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,778.56
AAdk,BBtw,CCst,DDnw,143.6
AAdk,BBtw,CCbx,DDrz,400.52
AAdk,BBtw,CChv,DDcl,17.68
AAdk,BBtw,CCst,DDlp,657.74
AAdk,BBtw,CCbx,DDcs,24.99
AAdk,BBtw,CChv,DDhm,26.18
AAdk,BBtw,CCst,DDnt,154.04
AAdk,BBtw,CCbx,DDnw,294.66
AAdk,BBrv,CChv,DDnt,41.27
AAdk,BBrv,CCst,DDnw,558.2
AAdk,BBrv,CCbx,DDrz,46.9
AAdk,BBrv,CChv,DDcl,697.64
AAdk,BBrv,CCst,DDlp,60.98
AAdk,BBrv,CCbx,DDcs,321.52
AAdk,BBrv,CChv,DDhm,714.22
AAdk,BBrv,CCst,DDnt,587.99
AAdk,BBrv,CCbx,DDnw,588.43
AAdk,BBtw,CChv,DDnt,587.04
AAdk,BBtw,CCst,DDnw,846.22
AAdk,BBtw,CCbx,DDrz,343.4
AAdk,BBtw,CChv,DDcl,865.01
AAdk,BBtw,CCst,DDlp,869.52
AAdk,BBtw,CCbx,DDcs,614.92
AAdk,BBtw,CChv,DDhm,109.71
AAdk,BBtw,CCst,DDnt,373.47
AAdk,BBtw,CCbx,DDnw,503.37
