Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,643.31
AAdk,BBtw,CCst,DDnw,68.22
AAdk,BBtw,CChv,DDrz,484.81
AAdk,BBtw,CCst,DDcl,998.15
AAdk,BBtw,CChv,DDlp,873.12
AAdk,BBtw,CCst,DDcs,617.77
AAdk,BBrv,CChv,DDnt,108.01
AAdk,BBrv,CCst,DDnw,908.34
AAdk,BBrv,CChv,DDrz,206.99
AAdk,BBrv,CCst,DDcl,303.81
AAdk,BBrv,CChv,DDlp,561.71
AAdk,BBrv,CCst,DDcs,210.14
AAdk,BBtw,CChv,DDnt,371.62
AAdk,BBtw,CCst,DDnw,181.72
AAdk,BBtw,CChv,DDrz,152.66
AAdk,BBtw,CCst,DDcl,761.63
AAdk,BBtw,CChv,DDlp,26.17
AAdk,BBtw,CCst,DDcs,221.72
