AA,BB,CC,DD,EE,FF,Value
AA,BB,CC,DD,EE,FF,Value
AApqr,BBnqx,CCbt,DDmx,EEmz,FFgqt,4.51
AApqr,BBnqx,CCcy,DDbkv,EEhpx,FFlmr,5.61
AApqr,BBnqx,CCkqy,DDcwz,EEmz,FFgqt,8.28
AApqr,BBnqx,CCbt,DDhpt,EEhpx,FFlmr,11.11
AApqr,BBnqx,CCcy,DDbmz,EEmz,FFgqt,11.77
AApqr,BBnqx,CCkqy,DDbsz,EEhpx,FFlmr,13.53
AApqr,BBnqx,CCbt,DDmpy,EEmz,FFgqt,14.82
AApqr,BBnqx,CCcy,DDhlt,EEhpx,FFlmr,14.7
AApqr,BBnqx,CCkqy,DDhk,EEmz,FFgqt,15.82
AAfnw,BBkrs,CCbt,DDmx,EEmz,FFgqt,17.76
AAfnw,BBkrs,CCcy,DDbkv,EEhpx,FFlmr,15.61
AAfnw,BBkrs,CCkqy,DDcwz,EEmz,FFgqt,19.49
AAfnw,BBkrs,CCbt,DDhpt,EEhpx,FFlmr,13.49
AAfnw,BBkrs,CCcy,DDbmz,EEmz,FFgqt,24.19
AAfnw,BBkrs,CCkqy,DDbsz,EEhpx,FFlmr,33.32
AAfnw,BBkrs,CCbt,DDmpy,EEmz,FFgqt,37.05
AAfnw,BBkrs,CCcy,DDhlt,EEhpx,FFlmr,38.9
AAfnw,BBkrs,CCkqy,DDhk,EEmz,FFgqt,44.01
AApqr,BBcjx,CCbt,DDmx,EEmz,FFgqt,45.44
AApqr,BBcjx,CCcy,DDbkv,EEhpx,FFlmr,46.89
AApqr,BBcjx,CCkqy,DDcwz,EEmz,FFgqt,47.62
AApqr,BBcjx,CCbt,DDhpt,EEhpx,FFlmr,48.41
AApqr,BBcjx,CCcy,DDbmz,EEmz,FFgqt,47.44
AApqr,BBcjx,CCkqy,DDbsz,EEhpx,FFlmr,49.29
AApqr,BBcjx,CCbt,DDmpy,EEmz,FFgqt,53.53
AApqr,BBcjx,CCcy,DDhlt,EEhpx,FFlmr,54.52
AApqr,BBcjx,CCkqy,DDhk,EEmz,FFgqt,54.49
AAfnw,BBqz,CCbt,DDmx,EEmz,FFgqt,53.82
AAfnw,BBqz,CCcy,DDbkv,EEhpx,FFlmr,68.78
AAfnw,BBqz,CCkqy,DDcwz,EEmz,FFgqt,69.41
AAfnw,BBqz,CCbt,DDhpt,EEhpx,FFlmr,70.87
AAfnw,BBqz,CCcy,DDbmz,EEmz,FFgqt,71.37
AAfnw,BBqz,CCkqy,DDbsz,EEhpx,FFlmr,71.17
AAfnw,BBqz,CCbt,DDmpy,EEmz,FFgqt,75.13
AAfnw,BBqz,CCcy,DDhlt,EEhpx,FFlmr,77.22
AAfnw,BBqz,CCkqy,DDhk,EEmz,FFgqt,83.14
AApqr,BBbgp,CCbt,DDmx,EEmz,FFgqt,83.56
AApqr,BBbgp,CCcy,DDbkv,EEhpx,FFlmr,83.45
AApqr,BBbgp,CCkqy,DDcwz,EEmz,FFgqt,86.32
AApqr,BBbgp,CCbt,DDhpt,EEhpx,FFlmr,87.6
AApqr,BBbgp,CCcy,DDbmz,EEmz,FFgqt,94.6
AApqr,BBbgp,CCkqy,DDbsz,EEhpx,FFlmr,95.4
AApqr,BBbgp,CCbt,DDmpy,EEmz,FFgqt,96.08
AApqr,BBbgp,CCcy,DDhlt,EEhpx,FFlmr,97.91
AApqr,BBbgp,CCkqy,DDhk,EEmz,FFgqt,97.44
