Import-AAdk,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,769.43
AAdk,BBtw,CCst,DDnw,390.51
AAdk,BBtw,CChv,DDrz,398.71
AAdk,BBtw,CCst,DDcl,665.72
AAdk,BBtw,CChv,DDlp,922.7
AAdk,BBtw,CCst,DDcs,30.19
AAdk,BBrv,CChv,DDnt,936.56
AAdk,BBrv,CCst,DDnw,819.89
AAdk,BBrv,CChv,DDrz,52.91
AAdk,BBrv,CCst,DDcl,952.97
AAdk,BBrv,CChv,DDlp,326.68
AAdk,BBrv,CCst,DDcs,201.13
AAdk,BBmn,CChv,DDnt,203.64
AAdk,BBmn,CCst,DDnw,208.83
AAdk,BBmn,CChv,DDrz,852.7
AAdk,BBmn,CCst,DDcl,983.79
AAdk,BBmn,CChv,DDlp,865.84
AAdk,BBmn,CCst,DDcs,610.35
AAdk,BBtw,CChv,DDnt,236.07
AAdk,BBtw,CCst,DDnw,749.59
AAdk,BBtw,CChv,DDrz,508.34
AAdk,BBtw,CCst,DDcl,240.6
AAdk,BBtw,CChv,DDlp,506.5
AAdk,BBtw,CCst,DDcs,764.09
