AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,900.91
AAdk,BBtw,CCst,DDnw,645.88
AAdk,BBtw,CCbx,DDrz,262.56
AAdk,BBtw,CChv,DDcl,269.41
AAdk,BBtw,CCst,DDlp,655.64
AAdk,BBtw,CCbx,DDcs,400.81
AAdk,BBtw,CChv,DDhm,656.22
AAdk,BBtw,CCst,DDnt,528.78
AAdk,BBtw,CCbx,DDnw,148.87
AAdk,BBrv,CChv,DDnt,21.49
AAdk,BBrv,CCst,DDnw,32.96
AAdk,BBrv,CCbx,DDrz,295.72
AAdk,BBrv,CChv,DDcl,40.02
AAdk,BBrv,CCst,DDlp,941.5
AAdk,BBrv,CCbx,DDcs,947.89
AAdk,BBrv,CChv,DDhm,182.34
AAdk,BBrv,CCst,DDnt,567.53
AAdk,BBrv,CCbx,DDnw,59.54
AAdk,BBmn,CChv,DDnt,840.69
AAdk,BBmn,CCst,DDnw,712.8
AAdk,BBmn,CCbx,DDrz,77.46
AAdk,BBmn,CChv,DDcl,210.82
AAdk,BBmn,CCst,DDlp,608.32
AAdk,BBmn,CCbx,DDcs,736.0
AAdk,BBmn,CChv,DDhm,482.09
AAdk,BBmn,CCst,DDnt,228.8
AAdk,BBmn,CCbx,DDnw,613.74
AAdk,BBtw,CChv,DDnt,615.88
AAdk,BBtw,CCst,DDnw,107.88
AAdk,BBtw,CCbx,DDrz,750.22
AAdk,BBtw,CChv,DDcl,624.35
AAdk,BBtw,CCst,DDlp,754.82
AAdk,BBtw,CCbx,DDcs,499.76
AAdk,BBtw,CChv,DDhm,372.49
AAdk,BBtw,CCst,DDnt,630.0
AAdk,BBtw,CCbx,DDnw,891.15
