Import-AAdk,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,160.56
AAdk,BBtw,CChv,DDtv,EEmn,641.55
AAdk,BBtw,CChv,DDnt,EEfh,97.28
AAdk,BBtw,CChv,DDtv,EElp,101.33
AAdk,BBst,CChv,DDnt,EEdn,331.84
AAdk,BBst,CChv,DDtv,EEmn,939.61
AAdk,BBst,CChv,DDnt,EEfh,203.13
AAdk,BBst,CChv,DDtv,EElp,717.65
AAdk,BBtw,CChv,DDnt,EEdn,273.67
AAdk,BBtw,CChv,DDtv,EEmn,978.86
AAdk,BBtw,CChv,DDnt,EEfh,84.09
AAdk,BBtw,CChv,DDtv,EElp,693.36
AAdk,BBst,CChv,DDnt,EEdn,919.5
AAdk,BBst,CChv,DDtv,EEmn,666.23
AAdk,BBst,CChv,DDnt,EEfh,828.59
AAdk,BBst,CChv,DDtv,EElp,639.55
