AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,385.84
AAdk,BBtw,CChv,DDtv,EEmn,388.54
AAdk,BBtw,CChv,DDnt,EEfh,652.56
AAdk,BBtw,CChv,DDtv,EElp,148.54
AAdk,BBst,CChv,DDnt,EEdn,927.63
AAdk,BBst,CChv,DDtv,EEmn,45.1
AAdk,BBst,CChv,DDnt,EEfh,815.22
AAdk,BBst,CChv,DDtv,EElp,945.84
AAdk,BBrz,CChv,DDnt,EEdn,435.91
AAdk,BBrz,CChv,DDtv,EEmn,567.86
AAdk,BBrz,CChv,DDnt,EEfh,971.37
AAdk,BBrz,CChv,DDtv,EElp,209.96
AAdk,BBtw,CChv,DDnt,EEdn,342.36
AAdk,BBtw,CChv,DDtv,EEmn,858.35
AAdk,BBtw,CChv,DDnt,EEfh,475.24
AAdk,BBtw,CChv,DDtv,EElp,866.79
AAdk,BBst,CChv,DDnt,EEdn,366.56
AAdk,BBst,CChv,DDtv,EEmn,244.76
AAdk,BBst,CChv,DDnt,EEfh,377.61
AAdk,BBst,CChv,DDtv,EElp,766.41
