AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,899.15
AAdk,BBtw,CCst,DDnw,259.18
AAdk,BBtw,CCbx,DDrz,901.59
AAdk,BBtw,CChv,DDcl,644.74
AAdk,BBtw,CCst,DDlp,524.8
AAdk,BBtw,CCbx,DDcs,913.09
AAdk,BBtw,CChv,DDhm,659.76
AAdk,BBtw,CCst,DDdf,916.91
AAdk,BBtw,CCbx,DDjn,403.37
AAdk,BBrv,CChv,DDnt,409.22
AAdk,BBrv,CCst,DDnw,26.71
AAdk,BBrv,CCbx,DDrz,164.88
AAdk,BBrv,CChv,DDcl,172.48
AAdk,BBrv,CCst,DDlp,46.1
AAdk,BBrv,CCbx,DDcs,558.84
AAdk,BBrv,CChv,DDhm,440.34
AAdk,BBrv,CCst,DDdf,825.38
AAdk,BBrv,CCbx,DDjn,954.0
AAdk,BBmn,CChv,DDnt,696.01
AAdk,BBmn,CCst,DDnw,316.49
AAdk,BBmn,CCbx,DDrz,957.31
AAdk,BBmn,CChv,DDcl,961.31
AAdk,BBmn,CCst,DDlp,198.15
AAdk,BBmn,CCbx,DDcs,457.45
AAdk,BBmn,CChv,DDhm,331.29
AAdk,BBmn,CCst,DDdf,846.85
AAdk,BBmn,CCbx,DDjn,975.17
AAdk,BBtw,CChv,DDnt,469.88
AAdk,BBtw,CCst,DDnw,216.14
AAdk,BBtw,CCbx,DDrz,93.87
AAdk,BBtw,CChv,DDcl,349.7
AAdk,BBtw,CCst,DDlp,997.23
AAdk,BBtw,CCbx,DDcs,101.36
AAdk,BBtw,CChv,DDhm,489.81
AAdk,BBtw,CCst,DDdf,372.97
AAdk,BBtw,CCbx,DDjn,767.9
