AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,72.25
AAdk,BBtw,CChv,DDtv,EEmn,59.38
AAdk,BBtw,CChv,DDpw,EEdn,74.65
AAdk,BBst,CChv,DDnt,EEdn,75.21
AAdk,BBst,CChv,DDtv,EEmn,44.01
AAdk,BBst,CChv,DDpw,EEdn,43.36
AAdk,BBrz,CChv,DDnt,EEdn,82.08
AAdk,BBrz,CChv,DDtv,EEmn,19.59
AAdk,BBrz,CChv,DDpw,EEdn,23.64
AAdk,BBtw,CChv,DDnt,EEdn,89.28
AAdk,BBtw,CChv,DDtv,EEmn,58.19
AAdk,BBtw,CChv,DDpw,EEdn,27.06
AAdk,BBst,CChv,DDnt,EEdn,92.56
AAdk,BBst,CChv,DDtv,EEmn,29.43
AAdk,BBst,CChv,DDpw,EEdn,31.04
