AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,268.06
AAdk,BBtw,CChv,DDtv,EEmn,782.96
AAdk,BBtw,CChv,DDnt,EEfh,784.23
AAdk,BBtw,CChv,DDtv,EElp,146.36
AAdk,BBtw,CChv,DDnt,EEfx,535.4
AAdk,BBtw,CChv,DDtv,EEhr,925.13
AAdk,BBst,CChv,DDnt,EEdn,414.39
AAdk,BBst,CChv,DDtv,EEmn,682.81
AAdk,BBst,CChv,DDnt,EEfh,684.85
AAdk,BBst,CChv,DDtv,EElp,820.92
AAdk,BBst,CChv,DDnt,EEfx,311.19
AAdk,BBst,CChv,DDtv,EEhr,63.73
AAdk,BBrz,CChv,DDnt,EEdn,195.39
AAdk,BBrz,CChv,DDtv,EEmn,196.5
AAdk,BBrz,CChv,DDnt,EEfh,324.25
AAdk,BBrz,CChv,DDtv,EElp,326.07
AAdk,BBrz,CChv,DDnt,EEfx,586.58
AAdk,BBrz,CChv,DDtv,EEhr,331.0
AAdk,BBtw,CChv,DDnt,EEdn,80.56
AAdk,BBtw,CChv,DDtv,EEmn,465.68
AAdk,BBtw,CChv,DDnt,EEfh,466.43
AAdk,BBtw,CChv,DDtv,EElp,119.95
AAdk,BBtw,CChv,DDnt,EEfx,119.3
AAdk,BBtw,CChv,DDtv,EEhr,858.39
AAdk,BBst,CChv,DDnt,EEdn,603.21
AAdk,BBst,CChv,DDtv,EEmn,223.1
AAdk,BBst,CChv,DDnt,EEfh,97.7
AAdk,BBst,CChv,DDtv,EElp,367.31
AAdk,BBst,CChv,DDnt,EEfx,115.98
AAdk,BBst,CChv,DDtv,EEhr,375.59
