AA,BB,CC,Value
AA,BB,CC,Value
AAdk,BBtw,CChv,1.14
AAdk,BBdn,CCrv,2.62
AAdk,BBnw,CCtv,3.62
AAdk,BBtw,CCrz,3.76
AAdk,BBdn,CCfh,6.53
AAdk,BBnw,CCdl,6.77
AAdk,BBtw,CCjz,8.37
AAdk,BBdn,CChv,9.81
AAdk,BBnw,CCrv,9.93
AAnt,BBtw,CChv,11.32
AAnt,BBdn,CCrv,6.76
AAnt,BBnw,CCtv,12.97
AAnt,BBtw,CCrz,12.31
AAnt,BBdn,CCfh,14.03
AAnt,BBnw,CCdl,10.29
AAnt,BBtw,CCjz,17.6
AAnt,BBdn,CChv,17.59
AAnt,BBnw,CCrv,18.99
AAst,BBtw,CChv,20.3
AAst,BBdn,CCrv,17.07
AAst,BBnw,CCtv,22.48
AAst,BBtw,CCrz,21.66
AAst,BBdn,CCfh,25.53
AAst,BBnw,CCdl,26.34
AAst,BBtw,CCjz,7.16
AAst,BBdn,CChv,9.11
AAst,BBnw,CCrv,14.97
