AAdk-Export,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,770.98
AAdk,BBtw,CChv,DDtv,EEmn,521.85
AAdk,BBtw,CChv,DDpw,EEfh,271.11
AAdk,BBtw,CChv,DDnt,EElp,660.9
AAdk,BBtw,CChv,DDtv,EEfx,666.83
AAdk,BBtw,CChv,DDpw,EEhr,411.01
AAdk,BBtw,CChv,DDnt,EEhl,416.62
AAdk,BBtw,CChv,DDtv,EEkz,35.63
AAdk,BBtw,CChv,DDpw,EEdn,808.48
AAdk,BBst,CChv,DDnt,EEdn,426.58
AAdk,BBst,CChv,DDtv,EEmn,427.2
AAdk,BBst,CChv,DDpw,EEfh,428.46
AAdk,BBst,CChv,DDnt,EElp,178.89
AAdk,BBst,CChv,DDtv,EEfx,563.77
AAdk,BBst,CChv,DDpw,EEhr,957.15
AAdk,BBst,CChv,DDnt,EEhl,574.12
AAdk,BBst,CChv,DDtv,EEkz,958.71
AAdk,BBst,CChv,DDpw,EEdn,583.65
AAdk,BBtw,CChv,DDnt,EEdn,200.2
AAdk,BBtw,CChv,DDtv,EEmn,71.9
AAdk,BBtw,CChv,DDpw,EEfh,715.06
AAdk,BBtw,CChv,DDnt,EElp,463.03
AAdk,BBtw,CChv,DDtv,EEfx,852.43
AAdk,BBtw,CChv,DDpw,EEhr,213.88
AAdk,BBtw,CChv,DDnt,EEhl,724.73
AAdk,BBtw,CChv,DDtv,EEkz,599.68
AAdk,BBtw,CChv,DDpw,EEdn,727.79
AAdk,BBst,CChv,DDnt,EEdn,100.98
AAdk,BBst,CChv,DDtv,EEmn,229.86
AAdk,BBst,CChv,DDpw,EEfh,999.88
AAdk,BBst,CChv,DDnt,EElp,878.45
AAdk,BBst,CChv,DDtv,EEfx,495.65
AAdk,BBst,CChv,DDpw,EEhr,375.17
AAdk,BBst,CChv,DDnt,EEhl,120.04
AAdk,BBst,CChv,DDtv,EEkz,762.95
AAdk,BBst,CChv,DDpw,EEdn,894.39
