AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,774.26
AAdk,BBtw,CCst,DDnw,907.96
AAdk,BBtw,CCbx,DDrz,142.16
AAdk,BBtw,CChv,DDcl,531.88
AAdk,BBtw,CCst,DDlp,23.19
AAdk,BBtw,CCbx,DDcs,153.48
AAdk,BBtw,CChv,DDhm,929.05
AAdk,BBtw,CCst,DDdf,929.99
AAdk,BBtw,CCbx,DDnt,804.0
AAdk,BBrv,CChv,DDnt,426.65
AAdk,BBrv,CCst,DDnw,812.61
AAdk,BBrv,CCbx,DDrz,817.21
AAdk,BBrv,CChv,DDcl,561.82
AAdk,BBrv,CCst,DDlp,310.31
AAdk,BBrv,CCbx,DDcs,824.2
AAdk,BBrv,CChv,DDhm,571.28
AAdk,BBrv,CCst,DDdf,577.69
AAdk,BBrv,CCbx,DDnt,709.11
AAdk,BBtw,CChv,DDnt,457.67
AAdk,BBtw,CCst,DDnw,464.3
AAdk,BBtw,CCbx,DDrz,594.3
AAdk,BBtw,CChv,DDcl,218.74
AAdk,BBtw,CCst,DDlp,858.83
AAdk,BBtw,CCbx,DDcs,615.7
AAdk,BBtw,CChv,DDhm,491.17
AAdk,BBtw,CCst,DDdf,245.43
AAdk,BBtw,CCbx,DDnt,124.81
