AA,BB,CC,DD,EE,FF,Value
AA,BB,CC,DD,EE,FF,Value
AApqr,BBnqx,CCbt,DDmx,EEmz,FFgqt,1.63
AApqr,BBnqx,CCcy,DDbkv,EEmz,FFgqt,3.27
AApqr,BBnqx,CCkqy,DDcwz,EEmz,FFgqt,8.42
AApqr,BBnqx,CCbt,DDhpt,EEmz,FFgqt,9.73
AApqr,BBnqx,CCcy,DDbmz,EEmz,FFgqt,9.21
AApqr,BBnqx,CCkqy,DDbsz,EEmz,FFgqt,12.57
AApqr,BBnqx,CCbt,DDmpy,EEmz,FFgqt,19.88
AApqr,BBnqx,CCcy,DDhlt,EEmz,FFgqt,23.01
AApqr,BBnqx,CCkqy,DDhk,EEmz,FFgqt,26.81
AAfnw,BBkrs,CCbt,DDmx,EEmz,FFgqt,27.85
AAfnw,BBkrs,CCcy,DDbkv,EEmz,FFgqt,32.92
AAfnw,BBkrs,CCkqy,DDcwz,EEmz,FFgqt,32.2
AAfnw,BBkrs,CCbt,DDhpt,EEmz,FFgqt,42.45
AAfnw,BBkrs,CCcy,DDbmz,EEmz,FFgqt,43.22
AAfnw,BBkrs,CCkqy,DDbsz,EEmz,FFgqt,51.13
AAfnw,BBkrs,CCbt,DDmpy,EEmz,FFgqt,52.26
AAfnw,BBkrs,CCcy,DDhlt,EEmz,FFgqt,53.52
AAfnw,BBkrs,CCkqy,DDhk,EEmz,FFgqt,57.01
AApqr,BBcjx,CCbt,DDmx,EEmz,FFgqt,58.63
AApqr,BBcjx,CCcy,DDbkv,EEmz,FFgqt,65.09
AApqr,BBcjx,CCkqy,DDcwz,EEmz,FFgqt,67.7
AApqr,BBcjx,CCbt,DDhpt,EEmz,FFgqt,70.39
AApqr,BBcjx,CCcy,DDbmz,EEmz,FFgqt,73.68
AApqr,BBcjx,CCkqy,DDbsz,EEmz,FFgqt,73.99
AApqr,BBcjx,CCbt,DDmpy,EEmz,FFgqt,75.18
AApqr,BBcjx,CCcy,DDhlt,EEmz,FFgqt,76.65
AApqr,BBcjx,CCkqy,DDhk,EEmz,FFgqt,73.6
AAfnw,BBqz,CCbt,DDmx,EEmz,FFgqt,78.41
AAfnw,BBqz,CCcy,DDbkv,EEmz,FFgqt,79.2
AAfnw,BBqz,CCkqy,DDcwz,EEmz,FFgqt,83.62
AAfnw,BBqz,CCbt,DDhpt,EEmz,FFgqt,84.09
AAfnw,BBqz,CCcy,DDbmz,EEmz,FFgqt,85.9
AAfnw,BBqz,CCkqy,DDbsz,EEmz,FFgqt,87.08
AAfnw,BBqz,CCbt,DDmpy,EEmz,FFgqt,88.51
AAfnw,BBqz,CCcy,DDhlt,EEmz,FFgqt,90.47
AAfnw,BBqz,CCkqy,DDhk,EEmz,FFgqt,99.84
