AA,BB,CC,DD,EE,Value
AA,BB,CC,DD,EE,Value
AAdk,BBtw,CChv,DDnt,EEdn,97.07
AAdk,BBtw,CChv,DDtv,EEmn,66.75
AAdk,BBtw,CChv,DDpw,EEdn,36.72
AAdk,BBst,CChv,DDnt,EEdn,37.55
AAdk,BBst,CChv,DDtv,EEmn,72.93
AAdk,BBst,CChv,DDpw,EEdn,75.37
AAdk,BBrz,CChv,DDnt,EEdn,76.87
AAdk,BBrz,CChv,DDtv,EEmn,28.64
AAdk,BBrz,CChv,DDpw,EEdn,46.65
AAdk,BBtw,CChv,DDnt,EEdn,92.08
AAdk,BBtw,CChv,DDtv,EEmn,29.53
AAdk,BBtw,CChv,DDpw,EEdn,27.64
AAdk,BBst,CChv,DDnt,EEdn,60.32
AAdk,BBst,CChv,DDtv,EEmn,61.72
AAdk,BBst,CChv,DDpw,EEdn,63.87
