AAdk-Export,BB,CC,DD,Value
AA,BB,CC,DD,Value
AAdk,BBtw,CChv,DDnt,962.17
AAdk,BBtw,CCst,DDnw,578.67
AAdk,BBtw,CChv,DDrz,132.81
AAdk,BBtw,CCst,DDcl,293.47
AAdk,BBtw,CChv,DDlp,515.99
AAdk,BBtw,CCst,DDcs,231.8
AAdk,BBrv,CChv,DDnt,776.7
AAdk,BBrv,CCst,DDnw,74.27
AAdk,BBrv,CChv,DDrz,586.5
AAdk,BBrv,CCst,DDcl,748.49
AAdk,BBrv,CChv,DDlp,397.85
AAdk,BBrv,CCst,DDcs,430.43
AAdk,BBtw,CChv,DDnt,843.67
AAdk,BBtw,CCst,DDnw,568.03
AAdk,BBtw,CChv,DDrz,81.46
AAdk,BBtw,CCst,DDcl,434.78
AAdk,BBtw,CChv,DDlp,311.09
AAdk,BBtw,CCst,DDcs,152.75
